Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
myalepta-epar-public-assessment-report_en.pdf,EMA/435156/2018,EMEA/H/C/004218/0000,Myalepta,metreleptin,Aegerion Pharmaceuticals B.V.,Peptides and proteins,powder for solution for injection,subcutaneous,approved,authorised,31.05.2018,2018,yes,no,"As an adjunct to diet as a replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalised lipodystrophy (LD), in adults and children 2 years of age and above, and in patients with familial or acquired partial LD, characterised by leptin level < 12 ng/ml with triglycerides ≥ 5.65 mmol/l and/or HbA1c ≥ 6.5 %, in adults and children 2 years of age and above.","As a replacement therapy adjunctive to diet to treat the complications of leptin deficiency in lipodystrophy (LD) patients with confirmed congenital generalised LD (Berardinelli-Seip syndrome) or acquired generalised LD (Lawrence syndrome) in adults and children 2 years of age and above, and with confirmed familial partial LD or acquired partial LD (Barraquer-Simons syndrome), in adults and children 12 years of age and above for whom standard treatments have failed to achieve adequate metabolic control.","Endocrine, nutritional, and metabolic diseases",21.12.2016,2016,no,NA
inductos-epar-scientific-discussion_en.pdf,Not reported,Not reported,InductOs,dibotermin alfa,Genetics Institute,Biologics,kit for implant,surgical,approved,authorised,Not reported,Not reported,no,no,"treatment of acute tibia fractures in adults, as an adjunct to standard care using open fracture reduction and intramedullary nail fixation","treatment of acute tibia fractures in adults, as an adjunct to standard care using open fracture reduction and intramedullary nail fixation","Injury, poisoning and certain other consequences of external causes",Not reported,Not reported,no,NA
mercaptopurine-nova-laboratories-epar-public-assessment-report_en.pdf,EMA/CHMP/668488/2011,EMEA/H/C/002022,Mercaptopurine Nova Laboratories,mercaptopurine,Nova Laboratories Ltd.,Small molecule,Oral suspension,Oral,approved,authorised,21.07.2011,2011,yes,no,treatment of acute lymphoblastic leukaemia (ALL),"treatment of acute lymphoblastic leukaemia (ALL) in adults, adolescents and children",Neoplasms; Diseases of the blood and blood-forming organs,02.06.2010,2010,yes,CHMP
omjjara-epar-public-assessment-report_en.pdf,EMA/548646/2023,EMEA/H/C/005768/0000,Omjjara,momelotinib,Glaxosmithkline Trading Services Limited,Small molecule,film-coated tablets,oral,approved,authorised,09.11.2023,2023,yes,no,"treatment of disease-related splenomegaly or symptoms, and anaemia in adult patients with primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis who are Janus Associated Kinase (JAK) inhibitor naïve or have been treated with a JAK inhibitor.","treatment of disease-related splenomegaly or symptoms, and anaemia in adult patients with primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis who are Janus Associated Kinase (JAK) inhibitor naïve or have been treated with a JAK inhibitor.",Neoplasms; Diseases of the blood and blood-forming organs,09.11.2022,2022,no,NA
capecitabine-accord-epar-public-assessment-report_en.pdf,EMA/225644/2012,EMEA/H/C/002386,Capecitabine Accord,capecitabine,Accord Healthcare Ltd,Small molecule,film-coated tablet,oral,approved,authorised,16.02.2012,2012,no,no,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,Neoplasms; Diseases of the digestive system,25.02.2011,2011,yes,Not reported
atriance-epar-scientific-discussion_en.pdf,EMA/000409/2007,EMEA/H/C/000735,Atriance,nelarabine,Glaxo Group Ltd,Small molecule,solution for infusion,intravenous,approved,authorised,22.08.2007,2007,yes,no,Treatment of patients with T-cell acute lymphoblastic leukaemia (T-ALL) and T-cell lymphoblastic lymphoma (T-LBL) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,Treatment of patients with T-cell acute lymphoblastic leukaemia (T-ALL) and T-cell lymphoblastic lymphoma (T-LBL) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,Neoplasms; Diseases of the blood and blood-forming organs,29.05.2006,2006,no,NA
arepanrix-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/001201,Arepanrix,"Pandemic Influenza vaccine (H1N1) (split virion, inactivated, adjuvanted)",GlaxoSmithKline Biologicals S.A.,Vaccine,Suspension for injection,Intramuscular,conditional marketing authorisation,withdrawn,20.01.2010,2010,no,no,Prophylaxis of influenza in an officially declared pandemic situation.,Prophylaxis of influenza in an officially declared pandemic situation.,Infectious and parasitic diseases,18.01.2010,2010,no,NA
tacforius-epar-public-assessment-report_en.pdf,EMA/829470/2017,EMEA/H/C/004435/0000,Tacforius,tacrolimus,Teva B.V.,Small molecule,prolonged-release hard capsules,oral,approved,authorised,12.10.2017,2017,no,no,Prophylaxis of transplant rejection in adult kidney or liver allograft recipients. Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients.,Prophylaxis of transplant rejection in adult kidney or liver allograft recipients. Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients.,Diseases of the genitourinary system; Diseases of the digestive system,06.12.2016,2016,yes,Not reported
faslodex-epar-public-assessment-report_en.pdf,Not reported,Not reported,Faslodex,fulvestrant,Not reported,Small molecule,solution for injection,intramuscular,approved,authorised,Not reported,Not reported,no,no,"treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant antioestrogen therapy or disease progression on therapy with an antioestrogen","treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant antioestrogen therapy or disease progression on therapy with an antioestrogen",Neoplasms,Not reported,Not reported,no,NA
cabometyx-epar-public-assessment-report_en.pdf,EMA/664123/2016,EMEA/H/C/004163/0000,CABOMETYX,cabozantinib,Ipsen Pharma,Small molecule,Film-coated tablet,Oral,approved,authorised,21.07.2016,2016,yes,yes,treatment of advanced renal cell carcinoma (RCC) in patients who have received one prior therapy,treatment of advanced renal cell carcinoma (RCC) in adults following prior vascular endothelial growth factor (VEGF)-targeted therapy,Neoplasms; Diseases of the genitourinary system,08.01.2016,2016,no,NA
xromi-epar-public-assessment-report_en.pdf,EMA/CHMP/170631/2019,EMEA/H/C/004837/0000,Xromi,hydroxycarbamide,Nova Laboratories Ireland Limited,Small molecule,Oral solution,Oral,approved,authorised,26.04.2019,2019,no,no,"Prevention of complications of Sickle Cell disease including recurrent painful vaso-occlusive crises, dactylitis, acute chest syndrome, anaemia and stroke, in adults, adolescents and children older than 2 years regardless of the severity of disease.",Prevention of vaso-occlusive complications of Sickle Cell disease in patients over 2 years of age.,Diseases of the blood and blood-forming organs,09.02.2018,2018,yes,Not reported
efmody-epar-public-assessment-report_en.pdf,EMA/233437/2021,EMEA/H/C/005105/0000,Efmody,hydrocortisone,Diurnal Europe BV,Small molecule,modified release hard capsules,oral,approved,authorised,25.03.2021,2021,yes,no,Replacement therapy for congenital adrenal hyperplasia (CAH) in adolescents aged 12 years and over and adults.,Treatment of congenital adrenal hyperplasia (CAH) in adolescents aged 12 years and over and adults.,"Endocrine, nutritional, and metabolic diseases",12.12.2019,2019,yes,Not reported
tyenne-epar-public-assessment-report_en.pdf,EMA/365561/2023,EMEA/H/C/005781/0000,Tyenne,tocilizumab,Fresenius Kabi Deutschland GmbH,Biologics,Concentrate for solution for infusion; Solution for injection,Intravenous; Subcutaneous,approved,authorised,20.07.2023,2023,no,no,"Treatment of rheumatoid arthritis, COVID-19, systemic juvenile idiopathic arthritis, juvenile idiopathic polyarthritis, cytokine release syndrome, and giant cell arteritis","Treatment of rheumatoid arthritis, COVID-19, systemic juvenile idiopathic arthritis, juvenile idiopathic polyarthritis, cytokine release syndrome, and giant cell arteritis",Diseases of the musculoskeletal system and connective tissue; Infectious and parasitic diseases; Diseases of the blood and blood-forming organs,22.07.2022,2022,yes,Not reported
uplizna-epar-public-assessment-report_en.pdf,EMA/266309/2022,EMEA/H/C/005818/0000,Uplizna,inebilizumab,Viela Bio,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,11.11.2021,2021,yes,no,treatment of adults with neuromyelitis optica spectrum disorders (NMOSD) to reduce the risk of attacks and associated worsening of disability,treatment of adult patients with neuromyelitis optica spectrum disorders (NMOSD) who are anti-aquaporin-4 immunoglobulin G (AQP4-IgG) seropositive,Diseases of the nervous system,23.11.2020,2020,no,NA
cinqaero-epar-public-assessment-report_en.pdf,EMA/CHMP/481610/2016,EMEA/H/C/003912/0000,CINQAERO,reslizumab,Teva Pharmaceuticals Limited,Biologics,solution for infusion,intravenous,approved,authorised,23.06.2016,2016,no,no,"CINQAERO is indicated to reduce exacerbations, relieve symptoms and improve lung function in adult patients with asthma and elevated blood eosinophils who are inadequately controlled on inhaled corticosteroids","CINQAERO is indicated to reduce exacerbations, relieve symptoms and improve lung function in adult patients with asthma and elevated blood eosinophils who are inadequately controlled on inhaled corticosteroids",Diseases of the respiratory system,30.06.2015,2015,no,NA
herzuma-epar-public-assessment-report_en.pdf,EMA/44005/2018,EMEA/H/C/002575/0000,Herzuma,trastuzumab,Celltrion Healthcare Hungary Kft.,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised,14.12.2017,2017,no,no,"Metastatic Breast Cancer, Early Breast Cancer, Metastatic Gastric Cancer","Metastatic Breast Cancer, Early Breast Cancer, Metastatic Gastric Cancer",Neoplasms; Diseases of the digestive system,10.10.2016,2016,no,NA
imatinib-teva-bv-epar-public-assessment-report_en.pdf,EMA/652456/2017,EMEA/H/C/004748/0000,Imatinib Teva B.V.,imatinib,Teva B.V.,Small molecule,film-coated tablet; hard capsule,oral,approved,withdrawn,14.09.2017,2017,no,no,"Treatment of various cancers including CML, ALL, GIST, DFSP, MDS/MPD, HES/CEL","Treatment of various cancers including CML, ALL, GIST, DFSP, MDS/MPD, HES/CEL",Neoplasms; Diseases of the blood and blood-forming organs,05.04.2017,2017,yes,Not reported
mycograb-epar-refusal-public-assessment-report_en.pdf,EMEA/CHMP/273127/2007,EMEA/H/C/658,Mycograb,Efungumab,NeuTec Pharma plc,Biologics,Powder for solution for injection,Intravenous,refused,withdrawn,20.03.2007,2007,yes,no,"Treatment of invasive candidiasis in adult patients, in combination with amphotericin B or a lipid formulation of amphotericin B.",NA,Infectious and parasitic diseases,11.03.2005,2005,no,NA
viramune-epar-scientific-discussion_en.pdf,Not reported,Not reported,Viramune,Nevirapine,Not reported,Small molecule,Tablet,Oral,approved,authorised,22.10.1997,1997,no,no,Antiviral treatment of HIV-1 infected patients with advanced or progressive immunodeficiency,Antiviral treatment of HIV-1 infected patients with advanced or progressive immunodeficiency,Infectious and parasitic diseases,Not reported,Not reported,no,NA
maruxa-epar-public-assessment-report_en.pdf,EMA/293975/2013,EMEA/H/C/002658,Maruxa,Memantine,Krka d.d. Novo mesto,Small molecule,Film-coated tablet,Oral,approved,authorised,17.01.2013,2013,no,no,Treatment of patients with moderate to severe Alzheimer’s disease,Treatment of patients with moderate to severe Alzheimer’s disease,Diseases of the nervous system,30.05.2012,2012,yes,Not reported
revestive-epar-public-assessment-report_en.pdf,EMA/CHMP/525255/2012,EMEA/H/C/002345/,Revestive,teduglutide,Nycomed Danmark ApS,Peptides and proteins,powder and solvent for subcutaneous injection,subcutaneous,approved,authorised,21.06.2012,2012,yes,no,Treatment of Short Bowel Syndrome,Treatment of adult patients with Short Bowel Syndrome,Diseases of the digestive system,03.03.2011,2011,no,NA
vedrop-epar-public-assessment-report_en.pdf,EMA/485798/2009,EMEA/H/C/000920,Vedrop,tocofersolan,Orphan Europe S.A.R.L.,Vitamins,oral solution,oral,approved,authorised,29.05.2009,2009,yes,no,"Vitamin E deficiency due to digestive malabsorption in paediatric patients suffering from cystic fibrosis, congenital chronic cholestasis or hereditary chronic cholestasis.",Vitamin E deficiency due to digestive malabsorption in paediatric patients suffering from congenital chronic cholestasis or hereditary chronic cholestasis.,"Endocrine, nutritional, and metabolic diseases",07.09.2007,2007,no,NA
gefitinib-mylan-epar-public-assessment-report_en.pdf,EMA/587444/2018,EMEA/H/C/004826/0000,Gefitinib Mylan,gefitinib,MYLAN S.A.S.,Small molecule,film-coated tablet,oral,approved,withdrawn,26.07.2018,2018,no,no,Gefitinib Mylan is indicated as monotherapy for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating mutations of EGFR-TK.,Gefitinib Mylan is indicated as monotherapy for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating mutations of EGFR-TK.,Neoplasms; Diseases of the respiratory system,24.07.2017,2017,yes,NA
